5034|Mokattam the Reborn|REGULAR|COLOSSAL|500|82.88q|82.88t|165.75t|130.00t|8.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5035|Galapthog Spire|REGULAR|COLOSSAL|500|74.59q|74.59t|149.18t|100.00t|3.50q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
5036|Deadly Cenius, the Eigth Terror|REGULAR|COLOSSAL|800|270.00q|168.75t|337.50t|200.00t|30.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6001|Imryx the Incinerator|REGULAR|GIGANTIC|800|720.00b|450.00m|900.00m|3.00b|25.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6002|Trekex's Amphibious Assault|REGULAR|GIGANTIC|800|1.00t|625.00m|1.25b|4.00b|20.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6003|Gataalli Huxac|REGULAR|GIGANTIC|800|1.50t|937.50m|1.88b|2.00b|40.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6004|Engines of War|REGULAR|GIGANTIC|800|1.20t|750.00m|1.50b|3.00b|40.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6005|Corrupted Wilds|REGULAR|GIGANTIC|800|1.30t|812.50m|1.63b|3.00b|40.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6006|Draconic Dreams|REGULAR|GIGANTIC|800|2.00t|1.25b|2.50b|3.00b|100.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6007|Horthania the Gray|REGULAR|GIGANTIC|800|2.00t|1.25b|2.50b|10.00b|75.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6008|Jormungan the Sea-Storm|REGULAR|GIGANTIC|800|3.00t|1.88b|3.75b|10.00b|100.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6009|Euryino, The Fifth Terror|REGULAR|GIGANTIC|800|3.60t|2.25b|4.50b|3.00b|150.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6010|Grotesque Hybrid|REGULAR|GIGANTIC|600|2.20t|1.84b|3.67b|10.00b|100.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6011|Red Snow|REGULAR|GIGANTIC|600|2.50t|2.09b|4.17b|80.00b|150.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6012|Drakontos, the First Terror|REGULAR|GIGANTIC|500|5.00t|5.00b|10.00b|5.00b|200.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6013|Deadly Clockwork Giant|REGULAR|GIGANTIC|500|500.00t|500.00b|1.00t|5.00t|50.00t|(5 50),(25 100),(50 250),(125 500),(250 1000),(500 2000),(2500 2000)
6014|Konungar|REGULAR|GIGANTIC|400|8.00t|10.00b|20.00b|100.00b|300.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6015|Winter Wyrm's Den|REGULAR|GIGANTIC|300|15.00t|25.00b|50.00b|100.00b|500.00b|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000)
6016|Deadly Drakontos|REGULAR|GIGANTIC|500|5.00q|5.00t|10.00t|5.00t|600.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6017|Lady Vas'ok|REGULAR|GIGANTIC|800|36.40t|22.75b|45.50b|50.00b|15.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6018|Deadly Lady Vas'ok|REGULAR|GIGANTIC|800|10.00q|6.25t|12.50t|6.25t|1.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6019|Pit of Bone|REGULAR|GIGANTIC|800|910.00t|568.75b|1.14t|5.00t|40.00t|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6020|Clockwork Destroyer|REGULAR|GIGANTIC|500|10.57q|10.57t|21.13t|30.00t|1.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6021|Qwyngyl|REGULAR|GIGANTIC|800|52.00q|32.50t|65.00t|50.00t|2.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6022|Giant Spearman|REGULAR|GIGANTIC|800|41.44q|25.90t|51.80t|75.00t|2.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6023|Deadly Sir Cai|REGULAR|GIGANTIC|800|100.00q|62.50t|125.00t|62.50t|3.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
6024|Beast Stalker Rash'ita|REGULAR|GIGANTIC|800|80.12q|50.08t|100.15t|100.00t|4.00q|(10 50),(50 100),(100 250),(250 500),(500 1000),(1000 2000),(5000 2000)
